2723,825,"LHR","ITO","9:00","Saturday","16:00","Saturday",125,4
2724,828,"LHR","ITO","10:00","Saturday","18:00","Saturday",299.99,4
2725,831,"LHR","ITO","12:00","Saturday","20:00","Saturday",59,4
2726,834,"LHR","CUR","4:00","Saturday","8:00","Saturday",125,3
2727,837,"LHR","CUR","6:00","Saturday","11:00","Saturday",299.99,3
2728,840,"LHR","CUR","8:00","Saturday","14:00","Saturday",79.95,3
2729,843,"LHR","CUR","9:00","Saturday","16:00","Saturday",599.95,3
2730,846,"LHR","CUR","10:00","Saturday","18:00","Saturday",79.95,3
2731,849,"ARN","HNL","4:00","Saturday","8:00","Saturday",199.99,2
2732,852,"ARN","HNL","6:00","Saturday","11:00","Saturday",159.99,2
2733,855,"ARN","HNL","8:00","Saturday","14:00","Saturday",199.99,2
2734,858,"ARN","HKG","4:00","Saturday","8:00","Saturday",79.95,2
2735,861,"ARN","NRT","4:00","Saturday","8:00","Saturday",233.99,2
2736,864,"ARN","NRT","6:00","Saturday","11:00","Saturday",59,2
2737,867,"ARN","NRT","8:00","Saturday","14:00","Saturday",599.95,2
2738,870,"ARN","NRT","9:00","Saturday","16:00","Saturday",209.89,2
2739,873,"ARN","NRT","10:00","Saturday","18:00","Saturday",59,2
2740,876,"ARN","NRT","12:00","Saturday","20:00","Saturday",299.99,2
2741,879,"ARN","NRT","14:00","Saturday","0:00","Sunday",299.99,2
2742,882,"ARN","NRT","15:00","Saturday","3:00","Sunday",125,2
2743,885,"ARN","CDG","4:00","Saturday","8:00","Saturday",79.95,1
2744,888,"ARN","CDG","6:00","Saturday","11:00","Saturday",59,1
2745,891,"ARN","CDG","8:00","Saturday","14:00","Saturday",233.99,1
2746,894,"ARN","CDG","9:00","Saturday","16:00","Saturday",159.99,1
2747,897,"ARN","CDG","10:00","Saturday","18:00","Saturday",233.99,1
2748,900,"ARN","CDG","12:00","Saturday","20:00","Saturday",209.89,1
2749,903,"ARN","CDG","14:00","Saturday","0:00","Sunday",79.95,1
2750,906,"ARN","CDG","15:00","Saturday","3:00","Sunday",209.89,1
2751,909,"ARN","CDG","17:00","Saturday","7:00","Sunday",159.99,1
2752,912,"ARN","LHR","4:00","Saturday","8:00","Saturday",209.89,3
2753,915,"ARN","LHR","6:00","Saturday","11:00","Saturday",59,3
2754,918,"ARN","LHR","8:00","Saturday","14:00","Saturday",233.99,3
2755,921,"ARN","LHR","9:00","Saturday","16:00","Saturday",209.89,3
2756,924,"ARN","LHR","10:00","Saturday","18:00","Saturday",59,3
2757,927,"ARN","LHR","12:00","Saturday","20:00","Saturday",125,3
2758,930,"ARN","LHR","14:00","Saturday","0:00","Sunday",99.95,3
2759,933,"ARN","LHR","15:00","Saturday","3:00","Sunday",209.89,3
2760,936,"ARN","GCM","4:00","Saturday","8:00","Saturday",79.95,2
2761,939,"ARN","GCM","6:00","Saturday","11:00","Saturday",125,2
2762,942,"ARN","GCM","8:00","Saturday","14:00","Saturday",233.99,2
2763,945,"ARN","GCM","9:00","Saturday","16:00","Saturday",299.99,2
2764,948,"ARN","GCM","10:00","Saturday","18:00","Saturday",299.99,2
2765,951,"ARN","GCM","12:00","Saturday","20:00","Saturday",125,2
2766,954,"ARN","GCM","14:00","Saturday","0:00","Sunday",59,2
2767,957,"ARN","GCM","15:00","Saturday","3:00","Sunday",59,2
2768,960,"ARN","YYZ","4:00","Saturday","8:00","Saturday",599.95,2
2769,963,"ARN","YYZ","6:00","Saturday","11:00","Saturday",125,2
2770,966,"ARN","ITO","4:00","Saturday","8:00","Saturday",59,3
2771,969,"ARN","ITO","6:00","Saturday","11:00","Saturday",79.95,3
2772,972,"ARN","ITO","8:00","Saturday","14:00","Saturday",99.95,3
2773,975,"ARN","ITO","9:00","Saturday","16:00","Saturday",59,3
2774,978,"ARN","ITO","10:00","Saturday","18:00","Saturday",59,3
2775,981,"ARN","HNL","4:00","Saturday","8:00","Saturday",159.99,2
2776,984,"ARN","HNL","6:00","Saturday","11:00","Saturday",125,2
2777,987,"ARN","HNL","8:00","Saturday","14:00","Saturday",209.89,2
2778,990,"ARN","HNL","9:00","Saturday","16:00","Saturday",209.89,2
2779,993,"ARN","HNL","10:00","Saturday","18:00","Saturday",209.89,2
2780,996,"ARN","HNL","12:00","Saturday","20:00","Saturday",299.99,2
2781,999,"ARN","HNL","14:00","Saturday","0:00","Sunday",79.95,2
2782,1002,"ARN","HNL","15:00","Saturday","3:00","Sunday",299.99,2
2783,1005,"GCM","HNL","4:00","Saturday","8:00","Saturday",159.99,3
2784,1008,"GCM","HNL","6:00","Saturday","11:00","Saturday",79.95,3
2785,1011,"GCM","HKG","4:00","Saturday","8:00","Saturday",125,3
2786,1014,"GCM","HKG","6:00","Saturday","11:00","Saturday",209.89,3
2787,1017,"GCM","HKG","8:00","Saturday","14:00","Saturday",125,3
2788,1020,"GCM","HKG","9:00","Saturday","16:00","Saturday",299.99,3
2789,1023,"GCM","HKG","10:00","Saturday","18:00","Saturday",59,3
2790,1026,"GCM","NRT","4:00","Saturday","8:00","Saturday",79.95,2
2791,1029,"GCM","CDG","4:00","Saturday","8:00","Saturday",599.95,2
2792,1032,"GCM","CDG","6:00","Saturday","11:00","Saturday",99.95,2
2793,1035,"GCM","CDG","8:00","Saturday","14:00","Saturday",299.99,2
2794,1038,"GCM","LHR","4:00","Saturday","8:00","Saturday",99.95,4
2795,1041,"GCM","ARN","4:00","Saturday","8:00","Saturday",299.99,3
2796,1044,"GCM","ARN","6:00","Saturday","11:00","Saturday",79.95,3
2797,1047,"GCM","ARN","8:00","Saturday","14:00","Saturday",99.95,3
2798,1050,"GCM","YYZ","4:00","Saturday","8:00","Saturday",299.99,3
2799,1053,"GCM","YYZ","6:00","Saturday","11:00","Saturday",59,3
2800,1056,"GCM","YYZ","8:00","Saturday","14:00","Saturday",233.99,3
2801,1059,"GCM","YYZ","9:00","Saturday","16:00","Saturday",599.95,3
2802,1062,"GCM","YYZ","10:00","Saturday","18:00","Saturday",233.99,3
2803,1065,"GCM","YYZ","12:00","Saturday","20:00","Saturday",299.99,3
2804,1068,"GCM","YYZ","14:00","Saturday","0:00","Sunday",199.99,3
2805,1071,"GCM","ITO","4:00","Saturday","8:00","Saturday",209.89,1
2806,1074,"GCM","ITO","6:00","Saturday","11:00","Saturday",209.89,1
2807,1077,"GCM","ITO","8:00","Saturday","14:00","Saturday",99.95,1
2808,1080,"GCM","ITO","9:00","Saturday","16:00","Saturday",199.99,1
2809,1083,"GCM","ITO","10:00","Saturday","18:00","Saturday",125,1
2810,1086,"GCM","ITO","12:00","Saturday","20:00","Saturday",59,1
2811,1089,"GCM","ITO","14:00","Saturday","0:00","Sunday",99.95,1
2812,1092,"GCM","ITO","15:00","Saturday","3:00","Sunday",125,1
2813,1095,"GCM","ITO","17:00","Saturday","7:00","Sunday",99.95,1
2814,1098,"GCM","HNL","4:00","Saturday","8:00","Saturday",199.99,2
2815,1101,"GCM","HNL","6:00","Saturday","11:00","Saturday",233.99,2
2816,1104,"GCM","HNL","8:00","Saturday","14:00","Saturday",159.99,2
2817,1107,"GCM","HNL","9:00","Saturday","16:00","Saturday",233.99,2
2818,1110,"GCM","CUR","4:00","Saturday","8:00","Saturday",79.95,1
2819,1113,"GCM","CUR","6:00","Saturday","11:00","Saturday",209.89,1
2820,1116,"GCM","CUR","8:00","Saturday","14:00","Saturday",125,1
2821,1119,"GCM","CUR","9:00","Saturday","16:00","Saturday",199.99,1
2822,1122,"GCM","CUR","10:00","Saturday","18:00","Saturday",599.95,1
2823,1125,"YYZ","HNL","4:00","Saturday","8:00","Saturday",79.95,1
2824,1128,"YYZ","HNL","6:00","Saturday","11:00","Saturday",99.95,1
2825,1131,"YYZ","HNL","8:00","Saturday","14:00","Saturday",159.99,1
2826,1134,"YYZ","HKG","4:00","Saturday","8:00","Saturday",209.89,2
2827,1137,"YYZ","HKG","6:00","Saturday","11:00","Saturday",125,2
2828,1140,"YYZ","NRT","4:00","Saturday","8:00","Saturday",79.95,3
2829,1143,"YYZ","NRT","6:00","Saturday","11:00","Saturday",599.95,3
2830,1146,"YYZ","NRT","8:00","Saturday","14:00","Saturday",59,3
2831,1149,"YYZ","NRT","9:00","Saturday","16:00","Saturday",199.99,3
2832,1152,"YYZ","NRT","10:00","Saturday","18:00","Saturday",99.95,3
2833,1155,"YYZ","CDG","4:00","Saturday","8:00","Saturday",233.99,2
2834,1158,"YYZ","CDG","6:00","Saturday","11:00","Saturday",233.99,2
2835,1161,"YYZ","CDG","8:00","Saturday","14:00","Saturday",209.89,2
2836,1164,"YYZ","CDG","9:00","Saturday","16:00","Saturday",99.95,2
2837,1167,"YYZ","CDG","10:00","Saturday","18:00","Saturday",599.95,2
2838,1170,"YYZ","CDG","12:00","Saturday","20:00","Saturday",199.99,2
2839,1173,"YYZ","CDG","14:00","Saturday","0:00","Sunday",199.99,2
2840,1176,"YYZ","CDG","15:00","Saturday","3:00","Sunday",199.99,2
2841,1179,"YYZ","LHR","4:00","Saturday","8:00","Saturday",599.95,4
2842,1182,"YYZ","LHR","6:00","Saturday","11:00","Saturday",159.99,4
2843,1185,"YYZ","LHR","8:00","Saturday","14:00","Saturday",99.95,4
2844,1188,"YYZ","ARN","4:00","Saturday","8:00","Saturday",99.95,2
2845,1191,"YYZ","ARN","6:00","Saturday","11:00","Saturday",99.95,2
2846,1194,"YYZ","GCM","4:00","Saturday","8:00","Saturday",79.95,3
2847,1197,"YYZ","GCM","6:00","Saturday","11:00","Saturday",99.95,3
2848,1200,"YYZ","GCM","8:00","Saturday","14:00","Saturday",199.99,3
2849,1203,"YYZ","GCM","9:00","Saturday","16:00","Saturday",233.99,3
2850,1206,"YYZ","GCM","10:00","Saturday","18:00","Saturday",599.95,3
2851,1209,"YYZ","GCM","12:00","Saturday","20:00","Saturday",209.89,3
2852,1212,"YYZ","GCM","14:00","Saturday","0:00","Sunday",159.99,3
2853,1215,"YYZ","GCM","15:00","Saturday","3:00","Sunday",125,3
2854,1218,"YYZ","ITO","4:00","Saturday","8:00","Saturday",125,2
2855,1221,"YYZ","ITO","6:00","Saturday","11:00","Saturday",199.99,2
2856,1224,"YYZ","ITO","8:00","Saturday","14:00","Saturday",209.89,2
2857,1227,"YYZ","ITO","9:00","Saturday","16:00","Saturday",233.99,2
2858,1230,"YYZ","ITO","10:00","Saturday","18:00","Saturday",159.99,2
2859,1233,"YYZ","ITO","12:00","Saturday","20:00","Saturday",299.99,2
2860,1236,"YYZ","ITO","14:00","Saturday","0:00","Sunday",79.95,2
2861,1239,"YYZ","HNL","4:00","Saturday","8:00","Saturday",159.99,1
2862,1242,"YYZ","HNL","6:00","Saturday","11:00","Saturday",209.89,1
2863,1245,"ITO","HNL","4:00","Saturday","8:00","Saturday",599.95,3
2864,1248,"ITO","HNL","6:00","Saturday","11:00","Saturday",99.95,3
2865,1251,"ITO","HNL","8:00","Saturday","14:00","Saturday",233.99,3
2866,1254,"ITO","HNL","9:00","Saturday","16:00","Saturday",79.95,3
2867,1257,"ITO","HNL","10:00","Saturday","18:00","Saturday",199.99,3
2868,1260,"ITO","HNL","12:00","Saturday","20:00","Saturday",599.95,3
2869,1263,"ITO","HNL","14:00","Saturday","0:00","Sunday",599.95,3
2870,1266,"ITO","HNL","15:00","Saturday","3:00","Sunday",79.95,3
2871,1269,"ITO","HKG","4:00","Saturday","8:00","Saturday",599.95,2
2872,1272,"ITO","HKG","6:00","Saturday","11:00","Saturday",59,2
2873,1275,"ITO","CDG","4:00","Saturday","8:00","Saturday",159.99,2
2874,1278,"ITO","CDG","6:00","Saturday","11:00","Saturday",209.89,2
2875,1281,"ITO","CDG","8:00","Saturday","14:00","Saturday",209.89,2
2876,1284,"ITO","CDG","9:00","Saturday","16:00","Saturday",79.95,2
2877,1287,"ITO","CDG","10:00","Saturday","18:00","Saturday",299.99,2
2878,1290,"ITO","CDG","12:00","Saturday","20:00","Saturday",59,2
2879,1293,"ITO","CDG","14:00","Saturday","0:00","Sunday",209.89,2
2880,1296,"ITO","LHR","4:00","Saturday","8:00","Saturday",199.99,1
2881,1299,"ITO","LHR","6:00","Saturday","11:00","Saturday",159.99,1
2882,1302,"ITO","LHR","8:00","Saturday","14:00","Saturday",99.95,1
2883,1305,"ITO","ARN","4:00","Saturday","8:00","Saturday",209.89,2
2884,1308,"ITO","ARN","6:00","Saturday","11:00","Saturday",299.99,2
2885,1311,"ITO","ARN","8:00","Saturday","14:00","Saturday",79.95,2
2886,1314,"ITO","ARN","9:00","Saturday","16:00","Saturday",209.89,2
2887,1317,"ITO","ARN","10:00","Saturday","18:00","Saturday",99.95,2
2888,1320,"ITO","GCM","4:00","Saturday","8:00","Saturday",99.95,2
2889,1323,"ITO","GCM","6:00","Saturday","11:00","Saturday",199.99,2
2890,1326,"ITO","GCM","8:00","Saturday","14:00","Saturday",99.95,2
2891,1329,"ITO","GCM","9:00","Saturday","16:00","Saturday",159.99,2
2892,1332,"ITO","YYZ","4:00","Saturday","8:00","Saturday",299.99,1
2893,1335,"ITO","YYZ","6:00","Saturday","11:00","Saturday",79.95,1
2894,1338,"ITO","YYZ","8:00","Saturday","14:00","Saturday",233.99,1
2895,1341,"ITO","YYZ","9:00","Saturday","16:00","Saturday",59,1
2896,1344,"ITO","YYZ","10:00","Saturday","18:00","Saturday",599.95,1
2897,1347,"ITO","YYZ","12:00","Saturday","20:00","Saturday",233.99,1
2898,1350,"ITO","YYZ","14:00","Saturday","0:00","Sunday",299.99,1
2899,1353,"ITO","HNL","4:00","Saturday","8:00","Saturday",79.95,2
2900,1356,"ITO","HNL","6:00","Saturday","11:00","Saturday",79.95,2
2901,1359,"ITO","HNL","8:00","Saturday","14:00","Saturday",209.89,2
2902,1362,"ITO","HNL","9:00","Saturday","16:00","Saturday",199.99,2
2903,1365,"ITO","HNL","10:00","Saturday","18:00","Saturday",59,2
2904,1368,"ITO","HNL","12:00","Saturday","20:00","Saturday",233.99,2
2905,1371,"ITO","HNL","14:00","Saturday","0:00","Sunday",209.89,2
2906,1374,"ITO","CUR","4:00","Saturday","8:00","Saturday",59,3
2907,1377,"ITO","CUR","6:00","Saturday","11:00","Saturday",199.99,3
2908,1380,"ITO","CUR","8:00","Saturday","14:00","Saturday",159.99,3
2909,1383,"ITO","CUR","9:00","Saturday","16:00","Saturday",233.99,3
2910,1386,"ITO","CUR","10:00","Saturday","18:00","Saturday",299.99,3
2911,1389,"ITO","CUR","12:00","Saturday","20:00","Saturday",599.95,3
2912,1392,"ITO","CUR","14:00","Saturday","0:00","Sunday",159.99,3
2913,1395,"ITO","CUR","15:00","Saturday","3:00","Sunday",125,3
2914,1398,"HNL","HNL","4:00","Saturday","8:00","Saturday",599.95,1
2915,1401,"HNL","HNL","6:00","Saturday","11:00","Saturday",59,1
2916,1404,"HNL","HNL","8:00","Saturday","14:00","Saturday",59,1
2917,1407,"HNL","HNL","9:00","Saturday","16:00","Saturday",59,1
2918,1410,"HNL","HKG","4:00","Saturday","8:00","Saturday",599.95,2
2919,1413,"HNL","HKG","6:00","Saturday","11:00","Saturday",99.95,2
2920,1416,"HNL","HKG","8:00","Saturday","14:00","Saturday",199.99,2
2921,1419,"HNL","NRT","4:00","Saturday","8:00","Saturday",99.95,2
2922,1422,"HNL","NRT","6:00","Saturday","11:00","Saturday",79.95,2
2923,1425,"HNL","NRT","8:00","Saturday","14:00","Saturday",233.99,2
2924,1428,"HNL","NRT","9:00","Saturday","16:00","Saturday",79.95,2
2925,1431,"HNL","NRT","10:00","Saturday","18:00","Saturday",299.99,2
2926,1434,"HNL","NRT","12:00","Saturday","20:00","Saturday",79.95,2
2927,1437,"HNL","LHR","4:00","Saturday","8:00","Saturday",233.99,4
2928,1440,"HNL","LHR","6:00","Saturday","11:00","Saturday",159.99,4
2929,1443,"HNL","LHR","8:00","Saturday","14:00","Saturday",209.89,4
2930,1446,"HNL","LHR","9:00","Saturday","16:00","Saturday",599.95,4
2931,1449,"HNL","ARN","4:00","Saturday","8:00","Saturday",99.95,1
2932,1452,"HNL","ARN","6:00","Saturday","11:00","Saturday",99.95,1
2933,1455,"HNL","GCM","4:00","Saturday","8:00","Saturday",99.95,3
2934,1458,"HNL","GCM","6:00","Saturday","11:00","Saturday",159.99,3
2935,1461,"HNL","GCM","8:00","Saturday","14:00","Saturday",159.99,3
2936,1464,"HNL","GCM","9:00","Saturday","16:00","Saturday",159.99,3
2937,1467,"HNL","GCM","10:00","Saturday","18:00","Saturday",159.99,3
2938,1470,"HNL","ITO","4:00","Saturday","8:00","Saturday",209.89,4
2939,1473,"HNL","ITO","6:00","Saturday","11:00","Saturday",233.99,4
2940,1476,"HNL","ITO","8:00","Saturday","14:00","Saturday",233.99,4
2941,1479,"HNL","ITO","9:00","Saturday","16:00","Saturday",599.95,4
2942,1482,"HNL","ITO","10:00","Saturday","18:00","Saturday",79.95,4
2943,1485,"HNL","ITO","12:00","Saturday","20:00","Saturday",159.99,4
2944,1488,"CUR","HNL","4:00","Saturday","8:00","Saturday",79.95,1
2945,1491,"CUR","HNL","6:00","Saturday","11:00","Saturday",125,1
2946,1494,"CUR","HNL","8:00","Saturday","14:00","Saturday",599.95,1
2947,1497,"CUR","HNL","9:00","Saturday","16:00","Saturday",299.99,1
2948,1500,"CUR","HNL","10:00","Saturday","18:00","Saturday",59,1
2949,1503,"CUR","HKG","4:00","Saturday","8:00","Saturday",599.95,1
2950,1506,"CUR","HKG","6:00","Saturday","11:00","Saturday",209.89,1
2951,1509,"CUR","HKG","8:00","Saturday","14:00","Saturday",79.95,1
2952,1512,"CUR","HKG","9:00","Saturday","16:00","Saturday",299.99,1
2953,1515,"CUR","HKG","10:00","Saturday","18:00","Saturday",299.99,1
2954,1518,"CUR","CDG","4:00","Saturday","8:00","Saturday",59,2
2955,1521,"CUR","CDG","6:00","Saturday","11:00","Saturday",59,2
2956,1524,"CUR","CDG","8:00","Saturday","14:00","Saturday",59,2
2957,1527,"CUR","LHR","4:00","Saturday","8:00","Saturday",599.95,2
2958,1530,"CUR","LHR","6:00","Saturday","11:00","Saturday",79.95,2
2959,1533,"CUR","LHR","8:00","Saturday","14:00","Saturday",79.95,2
2960,1536,"CUR","LHR","9:00","Saturday","16:00","Saturday",599.95,2
2961,1539,"CUR","LHR","10:00","Saturday","18:00","Saturday",125,2
2962,1542,"CUR","LHR","12:00","Saturday","20:00","Saturday",233.99,2
2963,1545,"CUR","LHR","14:00","Saturday","0:00","Sunday",159.99,2
2964,1548,"CUR","ARN","4:00","Saturday","8:00","Saturday",79.95,2
2965,1551,"CUR","ARN","6:00","Saturday","11:00","Saturday",59,2
2966,1554,"CUR","ARN","8:00","Saturday","14:00","Saturday",159.99,2
2967,1557,"CUR","ARN","9:00","Saturday","16:00","Saturday",233.99,2
2968,1560,"CUR","GCM","4:00","Saturday","8:00","Saturday",209.89,2
2969,1563,"CUR","GCM","6:00","Saturday","11:00","Saturday",125,2
2970,1566,"CUR","ITO","4:00","Saturday","8:00","Saturday",125,1
2971,1569,"CUR","ITO","6:00","Saturday","11:00","Saturday",159.99,1
2972,1572,"CUR","HNL","4:00","Saturday","8:00","Saturday",99.95,2
2973,1575,"CUR","HNL","6:00","Saturday","11:00","Saturday",125,2
2974,1578,"CUR","HNL","8:00","Saturday","14:00","Saturday",125,2
2975,1581,"CUR","HNL","9:00","Saturday","16:00","Saturday",159.99,2
2976,1584,"CUR","HNL","10:00","Saturday","18:00","Saturday",209.89,2
2977,1587,"CUR","HNL","12:00","Saturday","20:00","Saturday",99.95,2
2978,102,"HNL","HKG","4:00","Sunday","8:00","Sunday",209.89,4
2979,105,"HNL","HKG","6:00","Sunday","11:00","Sunday",125,4
2980,108,"HNL","HKG","8:00","Sunday","14:00","Sunday",233.99,4
2981,111,"HNL","HKG","9:00","Sunday","16:00","Sunday",159.99,4
2982,114,"HNL","HKG","10:00","Sunday","18:00","Sunday",125,4
2983,117,"HNL","NRT","4:00","Sunday","8:00","Sunday",125,1
2984,120,"HNL","NRT","6:00","Sunday","11:00","Sunday",599.95,1
2985,123,"HNL","NRT","8:00","Sunday","14:00","Sunday",299.99,1
2986,126,"HNL","NRT","9:00","Sunday","16:00","Sunday",59,1
2987,129,"HNL","NRT","10:00","Sunday","18:00","Sunday",233.99,1
2988,132,"HNL","CDG","4:00","Sunday","8:00","Sunday",59,2
2989,135,"HNL","CDG","6:00","Sunday","11:00","Sunday",599.95,2
2990,138,"HNL","CDG","8:00","Sunday","14:00","Sunday",59,2
2991,141,"HNL","LHR","4:00","Sunday","8:00","Sunday",209.89,2
2992,144,"HNL","LHR","6:00","Sunday","11:00","Sunday",233.99,2
2993,147,"HNL","LHR","8:00","Sunday","14:00","Sunday",59,2
2994,150,"HNL","ARN","4:00","Sunday","8:00","Sunday",233.99,2
2995,153,"HNL","ARN","6:00","Sunday","11:00","Sunday",99.95,2
2996,156,"HNL","ARN","8:00","Sunday","14:00","Sunday",99.95,2
2997,159,"HNL","ARN","9:00","Sunday","16:00","Sunday",599.95,2
2998,162,"HNL","ARN","10:00","Sunday","18:00","Sunday",125,2
2999,165,"HNL","ARN","12:00","Sunday","20:00","Sunday",233.99,2
3000,168,"HNL","ARN","14:00","Sunday","0:00","Monday",599.95,2
3001,171,"HNL","ARN","15:00","Sunday","3:00","Monday",99.95,2
3002,174,"HNL","GCM","4:00","Sunday","8:00","Sunday",125,3
3003,177,"HNL","GCM","6:00","Sunday","11:00","Sunday",79.95,3
3004,180,"HNL","GCM","8:00","Sunday","14:00","Sunday",233.99,3
3005,183,"HNL","GCM","9:00","Sunday","16:00","Sunday",125,3
3006,186,"HNL","GCM","10:00","Sunday","18:00","Sunday",99.95,3
3007,189,"HNL","GCM","12:00","Sunday","20:00","Sunday",159.99,3
3008,192,"HNL","YYZ","4:00","Sunday","8:00","Sunday",209.89,3
3009,195,"HNL","YYZ","6:00","Sunday","11:00","Sunday",159.99,3
3010,198,"HNL","ITO","4:00","Sunday","8:00","Sunday",209.89,2
3011,201,"HNL","ITO","6:00","Sunday","11:00","Sunday",99.95,2
3012,204,"HNL","ITO","8:00","Sunday","14:00","Sunday",233.99,2
3013,207,"HNL","ITO","9:00","Sunday","16:00","Sunday",299.99,2
3014,210,"HNL","ITO","10:00","Sunday","18:00","Sunday",599.95,2
3015,213,"HNL","ITO","12:00","Sunday","20:00","Sunday",299.99,2
3016,216,"HNL","ITO","14:00","Sunday","0:00","Monday",233.99,2
3017,219,"HNL","HNL","4:00","Sunday","8:00","Sunday",159.99,1
3018,222,"HNL","HNL","6:00","Sunday","11:00","Sunday",199.99,1
3019,225,"HNL","HNL","8:00","Sunday","14:00","Sunday",299.99,1
3020,228,"HNL","HNL","9:00","Sunday","16:00","Sunday",599.95,1
3021,231,"HNL","CUR","4:00","Sunday","8:00","Sunday",199.99,2
3022,234,"HKG","HNL","4:00","Sunday","8:00","Sunday",79.95,1
3023,237,"HKG","HNL","6:00","Sunday","11:00","Sunday",99.95,1
3024,240,"HKG","HNL","8:00","Sunday","14:00","Sunday",599.95,1
3025,243,"HKG","HNL","9:00","Sunday","16:00","Sunday",233.99,1
3026,246,"HKG","NRT","4:00","Sunday","8:00","Sunday",233.99,4
3027,249,"HKG","NRT","6:00","Sunday","11:00","Sunday",599.95,4
3028,252,"HKG","NRT","8:00","Sunday","14:00","Sunday",299.99,4
3029,255,"HKG","CDG","4:00","Sunday","8:00","Sunday",209.89,2
3030,258,"HKG","CDG","6:00","Sunday","11:00","Sunday",233.99,2
3031,261,"HKG","CDG","8:00","Sunday","14:00","Sunday",233.99,2
3032,264,"HKG","CDG","9:00","Sunday","16:00","Sunday",209.89,2
3033,267,"HKG","CDG","10:00","Sunday","18:00","Sunday",79.95,2
3034,270,"HKG","CDG","12:00","Sunday","20:00","Sunday",199.99,2
3035,273,"HKG","CDG","14:00","Sunday","0:00","Monday",299.99,2
3036,276,"HKG","CDG","15:00","Sunday","3:00","Monday",99.95,2
3037,279,"HKG","CDG","17:00","Sunday","7:00","Monday",159.99,2
3038,282,"HKG","LHR","4:00","Sunday","8:00","Sunday",199.99,1
3039,285,"HKG","LHR","6:00","Sunday","11:00","Sunday",79.95,1
3040,288,"HKG","LHR","8:00","Sunday","14:00","Sunday",209.89,1
3041,291,"HKG","LHR","9:00","Sunday","16:00","Sunday",233.99,1
3042,294,"HKG","ARN","4:00","Sunday","8:00","Sunday",599.95,2
3043,297,"HKG","ARN","6:00","Sunday","11:00","Sunday",209.89,2
3044,300,"HKG","ARN","8:00","Sunday","14:00","Sunday",199.99,2
3045,303,"HKG","ARN","9:00","Sunday","16:00","Sunday",199.99,2
3046,306,"HKG","ARN","10:00","Sunday","18:00","Sunday",299.99,2
3047,309,"HKG","ARN","12:00","Sunday","20:00","Sunday",59,2
3048,312,"HKG","ARN","14:00","Sunday","0:00","Monday",59,2
3049,315,"HKG","ARN","15:00","Sunday","3:00","Monday",599.95,2
3050,318,"HKG","ARN","17:00","Sunday","7:00","Monday",59,2
3051,321,"HKG","GCM","4:00","Sunday","8:00","Sunday",59,4
3052,324,"HKG","GCM","6:00","Sunday","11:00","Sunday",125,4
3053,327,"HKG","GCM","8:00","Sunday","14:00","Sunday",79.95,4
3054,330,"HKG","GCM","9:00","Sunday","16:00","Sunday",233.99,4
3055,333,"HKG","GCM","10:00","Sunday","18:00","Sunday",79.95,4
3056,336,"HKG","GCM","12:00","Sunday","20:00","Sunday",59,4
3057,339,"HKG","GCM","14:00","Sunday","0:00","Monday",599.95,4
3058,342,"HKG","YYZ","4:00","Sunday","8:00","Sunday",125,2
3059,345,"HKG","YYZ","6:00","Sunday","11:00","Sunday",79.95,2
3060,348,"HKG","YYZ","8:00","Sunday","14:00","Sunday",79.95,2
3061,351,"HKG","YYZ","9:00","Sunday","16:00","Sunday",125,2
3062,354,"HKG","YYZ","10:00","Sunday","18:00","Sunday",299.99,2
3063,357,"HKG","ITO","4:00","Sunday","8:00","Sunday",79.95,2
3064,360,"HKG","ITO","6:00","Sunday","11:00","Sunday",599.95,2
3065,363,"HKG","ITO","8:00","Sunday","14:00","Sunday",79.95,2
3066,366,"HKG","ITO","9:00","Sunday","16:00","Sunday",299.99,2
3067,369,"HKG","ITO","10:00","Sunday","18:00","Sunday",199.99,2
3068,372,"HKG","HNL","4:00","Sunday","8:00","Sunday",233.99,4
3069,375,"HKG","HNL","6:00","Sunday","11:00","Sunday",209.89,4
3070,378,"HKG","HNL","8:00","Sunday","14:00","Sunday",99.95,4
3071,381,"HKG","HNL","9:00","Sunday","16:00","Sunday",159.99,4
3072,384,"HKG","HNL","10:00","Sunday","18:00","Sunday",99.95,4
3073,387,"HKG","HNL","12:00","Sunday","20:00","Sunday",99.95,4
3074,390,"HKG","CUR","4:00","Sunday","8:00","Sunday",299.99,3
3075,393,"HKG","CUR","6:00","Sunday","11:00","Sunday",79.95,3
3076,396,"NRT","HNL","4:00","Sunday","8:00","Sunday",125,2
3077,399,"NRT","HNL","6:00","Sunday","11:00","Sunday",199.99,2
3078,402,"NRT","HNL","8:00","Sunday","14:00","Sunday",125,2
3079,405,"NRT","HKG","4:00","Sunday","8:00","Sunday",59,2
3080,408,"NRT","HKG","6:00","Sunday","11:00","Sunday",199.99,2
3081,411,"NRT","HKG","8:00","Sunday","14:00","Sunday",299.99,2
3082,414,"NRT","HKG","9:00","Sunday","16:00","Sunday",199.99,2
3083,417,"NRT","CDG","4:00","Sunday","8:00","Sunday",79.95,4
3084,420,"NRT","CDG","6:00","Sunday","11:00","Sunday",79.95,4
3085,423,"NRT","LHR","4:00","Sunday","8:00","Sunday",159.99,3
3086,426,"NRT","LHR","6:00","Sunday","11:00","Sunday",199.99,3
3087,429,"NRT","LHR","8:00","Sunday","14:00","Sunday",159.99,3
